test_id,gene_id,gene,locus,isoform_status,CIML,MIML,log2FoldChange,p_value,q_value,significant
ENSMUST00000030316,ENSMUSG00000028581,Laptm5,4:130913124-130936141,mRNA,32.8143,3.64823,3.16905,5.00E-05,0.00091007,Up
ENSMUST00000030187,ENSMUSG00000028465,Tln1,4:43531518-43587487,mRNA,43.8587,10.0268,2.129,5.00E-05,0.00091007,Up
ENSMUST00000064536,ENSMUSG00000052593,Adam17,12:21316388-21373632,mRNA,14.6929,5.3548,1.45621,5.00E-05,0.00091007,Up
ENSMUST00000171400,ENSMUSG00000090291,Lrrc10b,19:10455370-10457447,mRNA,4.70809,18.8857,-2.00408,5.00E-05,0.00091007,Down
ENSMUST00000114458,ENSMUSG00000035356,Nfkbiz,16:55811374-55838899,mRNA,5.99732,1.44861,2.04965,5.00E-05,0.00091007,Up
ENSMUST00000170953,ENSMUSG00000090862,Rps13,7:116331504-116334195,mRNA,223.049,120.202,0.891898,5.00E-05,0.00091007,Up
ENSMUST00000030076,ENSMUSG00000028382,Ptbp3,4:59471867-59549364,mRNA,12.318,4.21065,1.54866,5.00E-05,0.00091007,Up
ENSMUST00000170941,ENSMUSG00000071068,Treml2,17:48300037-48312534,mRNA,4.3557,0.0537452,6.34062,5.00E-05,0.00091007,Up
ENSMUST00000064667,ENSMUSG00000052681,Rap1b,10:117813870-117846035,mRNA,63.1303,26.7919,1.23654,5.00E-05,0.00091007,Up
ENSMUST00000021800,ENSMUSG00000021371,Mcur1,13:43538392-43560161,mRNA,10.1935,5.31871,0.938506,5.00E-05,0.00091007,Up
ENSMUST00000021802,ENSMUSG00000021373,Cap2,13:46501847-46650281,mRNA,15.39,33.4062,-1.11812,5.00E-05,0.00091007,Down
ENSMUST00000043074,ENSMUSG00000038274,Fau,19:6057887-6059524,mRNA,412.243,223.637,0.882338,5.00E-05,0.00091007,Up
ENSMUST00000170872,ENSMUSG00000023885,Thbs2,17:14665499-14694262,mRNA,5.20871,2.61754,0.992714,5.00E-05,0.00091007,Up
ENSMUST00000030051,ENSMUSG00000028367,Txn1,4:57943372-57956411,mRNA,128.252,53.0363,1.27393,5.00E-05,0.00091007,Up
ENSMUST00000114513,ENSMUSG00000026103,Gls,1:52163447-52233232,mRNA,26.7409,87.4607,-1.70959,5.00E-05,0.00091007,Down
ENSMUST00000030032,ENSMUSG00000028347,Tmeff1,4:48585173-48663131,mRNA,10.798,27.3573,-1.34117,5.00E-05,0.00091007,Down
ENSMUST00000170629,ENSMUSG00000022385,Gtse1,15:85859706-85876572,mRNA,2.51653,0.141435,4.15322,5.00E-05,0.00091007,Up
ENSMUST00000021860,ENSMUSG00000021423,Ly86,13:37345207-37419036,mRNA,133.535,7.06738,4.2399,5.00E-05,0.00091007,Up
ENSMUST00000030010,ENSMUSG00000015243,Abca1,4:53030786-53159895,mRNA,63.1539,12.7205,2.31172,5.00E-05,0.00091007,Up
ENSMUST00000021784,ENSMUSG00000021356,Irf4,13:30749225-30766976,mRNA,1.38732,0.11708,3.56673,5.00E-05,0.00091007,Up
ENSMUST00000043069,ENSMUSG00000018008,Cyth4,15:78597046-78622019,mRNA,28.655,7.21139,1.99044,5.00E-05,0.00091007,Up
ENSMUST00000114415,ENSMUSG00000038331,Satb2,1:56793980-57042515,mRNA,4.84649,12.5299,-1.37037,5.00E-05,0.00091007,Down
ENSMUST00000030121,ENSMUSG00000028413,B4galt1,4:40804601-40854005,mRNA,24.9503,2.49935,3.31943,5.00E-05,0.00091007,Up
ENSMUST00000042985,ENSMUSG00000034957,Cebpa,7:35118043-35121928,mRNA,15.0984,3.02754,2.31817,5.00E-05,0.00091007,Up
ENSMUST00000021668,ENSMUSG00000021242,Npc2,12:84754561-84773152,mRNA,78.1592,17.3363,2.17262,5.00E-05,0.00091007,Up
ENSMUST00000114232,ENSMUSG00000079547,H2-DMb1,17:34153071-34160230,mRNA,20.5398,0.576554,5.15482,5.00E-05,0.00091007,Up
ENSMUST00000021674,ENSMUSG00000021250,Fos,12:85473889-85477273,mRNA,34.0988,14.8738,1.19695,5.00E-05,0.00091007,Up
ENSMUST00000114239,ENSMUSG00000022876,Samsn1,16:75858792-76022270,mRNA,8.15027,0.829255,3.29696,5.00E-05,0.00091007,Up
ENSMUST00000030170,ENSMUSG00000034799,Unc13a,8:71610997-71671757,mRNA,12.3748,29.7968,-1.26776,5.00E-05,0.00091007,Down
ENSMUST00000021684,ENSMUSG00000021259,Cyp46a1,12:108334380-108362234,mRNA,29.3794,67.9821,-1.21035,5.00E-05,0.00091007,Down
ENSMUST00000021413,ENSMUSG00000021025,Nfkbia,12:55489409-55492647,mRNA,59.338,12.1729,2.28528,5.00E-05,0.00091007,Up
ENSMUST00000171324,ENSMUSG00000091387,Gcnt4,13:96924688-96950906,mRNA,1.0847,3.47029,-1.67777,5.00E-05,0.00091007,Down
ENSMUST00000171297,ENSMUSG00000090942,F830016B08Rik,18:60293379-60303016,mRNA,28.8569,0.0787189,8.51799,5.00E-05,0.00091007,Up
ENSMUST00000171263,ENSMUSG00000040253,Gbp7,3:142530341-142550149,mRNA,49.0583,0.811404,5.91793,5.00E-05,0.00091007,Up
ENSMUST00000114292,ENSMUSG00000064115,Cadm2,16:66655420-67620908,mRNA,22.0066,47.4919,-1.10975,5.00E-05,0.00091007,Down
ENSMUST00000077856,ENSMUSG00000063316,Rpl27,11:101442297-101445529,mRNA,314.293,167.34,0.909328,5.00E-05,0.00091007,Up
ENSMUST00000064656,ENSMUSG00000037855,Zfp365,10:67886102-67912662,mRNA,49.7267,146.797,-1.56173,5.00E-05,0.00091007,Down
ENSMUST00000114313,ENSMUSG00000026031,Cflar,1:58711550-58758884,mRNA,14.1369,4.03173,1.80999,5.00E-05,0.00091007,Up
ENSMUST00000171139,ENSMUSG00000016283,H2-M2,17:37480850-37483552,mRNA,1.00209,0,inf,5.00E-05,0.00091007,Up
ENSMUST00000114268,ENSMUSG00000025889,Snca,6:60731574-60829855,mRNA,26.6437,69.4411,-1.38199,5.00E-05,0.00091007,Down
ENSMUST00000064234,ENSMUSG00000052397,Ezr,17:6673609-6782784,mRNA,41.0267,16.0969,1.34978,5.00E-05,0.00091007,Up
ENSMUST00000042808,ENSMUSG00000038188,Scarf1,11:75513539-75526582,mRNA,3.54792,0.748559,2.24479,5.00E-05,0.00091007,Up
ENSMUST00000113557,ENSMUSG00000033792,Atp7a,X:106027275-106124926,mRNA,8.88012,2.32619,1.93261,5.00E-05,0.00091007,Up
ENSMUST00000112707,ENSMUSG00000070639,Lrrc8b,5:105415774-105490074,mRNA,18.8446,37.3007,-0.985054,5.00E-05,0.00091007,Down
ENSMUST00000079085,ENSMUSG00000062006,Rpl34,3:130726830-130730398,mRNA,545.016,300.587,0.858514,5.00E-05,0.00091007,Up
ENSMUST00000079081,ENSMUSG00000024411,Aqp4,18:15389393-15718046,mRNA,135.423,58.017,1.22292,5.00E-05,0.00091007,Up
ENSMUST00000174586,ENSMUSG00000028382,Ptbp3,4:59471867-59549364,mRNA,9.09618,3.22913,1.49412,5.00E-05,0.00091007,Up
ENSMUST00000047936,ENSMUSG00000042190,Cmklr1,5:113612353-113650426,mRNA,11.7966,0.790517,3.89943,5.00E-05,0.00091007,Up
ENSMUST00000030775,ENSMUSG00000005045,Chd5,4:152338650-152390194,mRNA,5.38791,19.4728,-1.85367,5.00E-05,0.00091007,Down
ENSMUST00000063710,ENSMUSG00000052056,Zfp217,2:170108642-170142678,mRNA,3.63187,1.1892,1.61072,5.00E-05,0.00091007,Up
ENSMUST00000021164,ENSMUSG00000020808,Pimreg,11:72042031-72047370,mRNA,3.62951,0.53522,2.76157,5.00E-05,0.00091007,Up
ENSMUST00000030760,ENSMUSG00000028923,Necap2,4:141066511-141078357,mRNA,37.993,15.0158,1.33925,5.00E-05,0.00091007,Up
ENSMUST00000174355,ENSMUSG00000002985,Apoe,7:19696108-19699188,mRNA,931.15,380.349,1.29169,5.00E-05,0.00091007,Up
ENSMUST00000047906,ENSMUSG00000034640,Tiparp,3:65528409-65555518,mRNA,14.5362,8.20614,0.824872,5.00E-05,0.00091007,Up
ENSMUST00000174259,ENSMUSG00000022216,Psme1,14:55578122-55585302,mRNA,135.024,12.829,3.39574,5.00E-05,0.00091007,Up
ENSMUST00000030724,ENSMUSG00000028893,Sesn2,4:132492031-132510501,mRNA,8.25743,3.9674,1.0575,5.00E-05,0.00091007,Up
ENSMUST00000174146,ENSMUSG00000002307,Daxx,17:33909413-33915589,mRNA,14.3481,5.30364,1.43581,5.00E-05,0.00091007,Up
ENSMUST00000030865,ENSMUSG00000029007,Agtrap,4:148077060-148088031,mRNA,7.05477,2.4563,1.52211,5.00E-05,0.00091007,Up
ENSMUST00000079204,ENSMUSG00000029608,Rph3a,5:120940498-121010092,mRNA,42.8737,98.5055,-1.20011,5.00E-05,0.00091007,Down
ENSMUST00000063551,ENSMUSG00000021719,Rgs7bp,13:104945903-105054930,mRNA,37.2568,72.9294,-0.968995,5.00E-05,0.00091007,Down
ENSMUST00000079251,ENSMUSG00000058385,Hist1h2bg,13:23571395-23572013,mRNA,119.578,31.1698,1.93973,5.00E-05,0.00091007,Up
ENSMUST00000176912,ENSMUSG00000022112,Gpc5,14:115092249-116525179,mRNA,5.38937,15.2494,-1.50056,5.00E-05,0.00091007,Down
ENSMUST00000079413,ENSMUSG00000024222,Fkbp5,17:28399094-28517524,mRNA,32.7338,8.39171,1.96375,5.00E-05,0.00091007,Up
ENSMUST00000020980,ENSMUSG00000020649,Rrm2,12:24708240-24714146,mRNA,15.3717,1.17342,3.71148,5.00E-05,0.00091007,Up
ENSMUST00000031003,ENSMUSG00000029120,Ppp2r2c,5:36868512-36955078,mRNA,86.3463,194.247,-1.16969,5.00E-05,0.00091007,Down
ENSMUST00000031002,ENSMUSG00000029119,Man2b2,5:36806920-36830653,mRNA,20.4996,9.06516,1.17719,5.00E-05,0.00091007,Up
ENSMUST00000020986,ENSMUSG00000020657,Dnajc27,12:4082582-4110606,mRNA,23.5404,45.4347,-0.948657,5.00E-05,0.00091007,Down
ENSMUST00000048010,ENSMUSG00000039497,Dse,10:34151392-34207715,mRNA,6.30112,2.31385,1.44531,5.00E-05,0.00091007,Up
ENSMUST00000063824,ENSMUSG00000052142,Rasal3,17:32390658-32403583,mRNA,4.55901,0.38849,3.55277,5.00E-05,0.00091007,Up
ENSMUST00000112484,ENSMUSG00000004266,Ptpn6,6:124720706-124738714,mRNA,32.4682,1.16603,4.79935,5.00E-05,0.00091007,Up
ENSMUST00000030964,ENSMUSG00000029084,Cd38,5:43868552-43912375,mRNA,14.4488,3.37575,2.09767,5.00E-05,0.00091007,Up
ENSMUST00000112533,ENSMUSG00000026980,Ly75,2:60292102-60383303,mRNA,1.68802,0.414891,2.02453,5.00E-05,0.00091007,Up
ENSMUST00000030947,ENSMUSG00000029070,Mxra8,4:155839679-155844088,mRNA,13.1453,3.65279,1.84748,5.00E-05,0.00091007,Up
ENSMUST00000112585,ENSMUSG00000040613,Apobec1,6:122577791-122602444,mRNA,27.0731,0.764664,5.14589,5.00E-05,0.00091007,Up
ENSMUST00000047973,ENSMUSG00000034926,Dhcr24,4:106561037-106589113,mRNA,14.8183,38.8995,-1.39237,5.00E-05,0.00091007,Down
ENSMUST00000112605,ENSMUSG00000041115,Iqsec2,X:152144267-152225236,mRNA,16.9827,36.0931,-1.08766,5.00E-05,0.00091007,Down
ENSMUST00000021050,ENSMUSG00000020709,Adap2,11:80154104-80178958,mRNA,21.5286,2.11065,3.35049,5.00E-05,0.00091007,Up
ENSMUST00000079400,ENSMUSG00000037686,Aspg,12:112106678-112127559,mRNA,8.40255,0.701779,3.58174,5.00E-05,0.00091007,Up
ENSMUST00000020969,ENSMUSG00000020638,Cmpk2,12:26469203-26479837,mRNA,33.0756,8.32117,1.99091,5.00E-05,0.00091007,Up
ENSMUST00000030709,ENSMUSG00000028885,Smpdl3b,4:132732965-132757252,mRNA,3.1802,0.46775,2.76531,5.00E-05,0.00091007,Up
ENSMUST00000030677,ENSMUSG00000028862,Map3k6,4:133240817-133252929,mRNA,1.64149,0.286446,2.51867,5.00E-05,0.00091007,Up
ENSMUST00000030572,ENSMUSG00000028785,Hpca,4:129105547-129122036,mRNA,79.2674,255.299,-1.68739,5.00E-05,0.00091007,Down
ENSMUST00000042710,ENSMUSG00000038059,Smim3,18:60474192-60501983,mRNA,13.731,4.78835,1.51984,5.00E-05,0.00091007,Up
ENSMUST00000113306,ENSMUSG00000079445,B3gnt7,1:86303194-86307305,mRNA,1.96518,0.435309,2.17455,5.00E-05,0.00091007,Up
ENSMUST00000173287,ENSMUSG00000070469,Adamtsl3,7:82335731-82614450,mRNA,2.87838,1.0306,1.48177,5.00E-05,0.00091007,Up
ENSMUST00000064107,ENSMUSG00000052302,Tbc1d30,10:121263819-121351278,mRNA,10.2113,21.4288,-1.06938,5.00E-05,0.00091007,Down
ENSMUST00000021324,ENSMUSG00000020941,Map3k14,11:103219761-103267472,mRNA,3.70434,1.22104,1.6011,5.00E-05,0.00091007,Up
ENSMUST00000113383,ENSMUSG00000047787,Flrt1,19:7056767-7198061,mRNA,4.95108,12.5186,-1.33826,5.00E-05,0.00091007,Down
ENSMUST00000078451,ENSMUSG00000058818,Pirb,7:3711408-3720382,mRNA,5.33127,0.0892983,5.8997,5.00E-05,0.00091007,Up
ENSMUST00000078369,ENSMUSG00000061615,Hist1h2ab,13:23751125-23751598,mRNA,40.8126,4.47163,3.19014,5.00E-05,0.00091007,Up
ENSMUST00000113440,ENSMUSG00000047810,Ccdc88b,19:6844622-6858211,mRNA,5.69298,0.502629,3.50162,5.00E-05,0.00091007,Up
ENSMUST00000042767,ENSMUSG00000033214,Slitrk5,14:111675114-111683134,mRNA,12.5748,23.3311,-0.891715,5.00E-05,0.00091007,Down
ENSMUST00000030490,ENSMUSG00000028718,Stil,4:115000158-115043196,mRNA,1.64717,0.385884,2.09375,5.00E-05,0.00091007,Up
ENSMUST00000113480,ENSMUSG00000052821,Cysltr1,X:106574345-106710557,mRNA,1.01891,0.17542,2.53814,5.00E-05,0.00091007,Up
ENSMUST00000172785,ENSMUSG00000073411,H2-D1,17:35262729-35267499,mRNA,615.956,10.7018,5.8469,5.00E-05,0.00091007,Up
ENSMUST00000172753,ENSMUSG00000090877,Hspa1b,17:34956435-34959238,mRNA,3.29074,1.03728,1.6656,5.00E-05,0.00091007,Up
ENSMUST00000173433,ENSMUSG00000035021,Baz1a,12:54892988-55014348,mRNA,5.23343,0.682363,2.93915,5.00E-05,0.00091007,Up
ENSMUST00000078525,ENSMUSG00000047747,Rnf150,8:82863355-83091268,mRNA,5.11917,9.95371,-0.959324,5.00E-05,0.00091007,Down
ENSMUST00000078527,ENSMUSG00000034009,Rxfp1,3:79641610-79737794,mRNA,1.03569,3.32916,-1.68456,5.00E-05,0.00091007,Down
ENSMUST00000173492,ENSMUSG00000079553,Kifc1,17:33875665-33890661,mRNA,2.88717,0.699857,2.04452,5.00E-05,0.00091007,Up
ENSMUST00000063888,ENSMUSG00000052160,Pld4,12:112760654-112768990,mRNA,80.3369,4.13116,4.28144,5.00E-05,0.00091007,Up
ENSMUST00000047877,ENSMUSG00000035711,Dok3,13:55523234-55529296,mRNA,5.86511,1.26738,2.2103,5.00E-05,0.00091007,Up
ENSMUST00000063918,ENSMUSG00000048562,Sp8,12:118846328-118852576,mRNA,2.32847,0.699808,1.73435,5.00E-05,0.00091007,Up
ENSMUST00000064016,ENSMUSG00000052229,Gpr17,18:31931324-31958619,mRNA,9.60269,23.905,-1.3158,5.00E-05,0.00091007,Down
ENSMUST00000030673,ENSMUSG00000028859,Csf3r,4:126024549-126044440,mRNA,9.02885,1.01993,3.14607,5.00E-05,0.00091007,Up
ENSMUST00000113102,ENSMUSG00000029413,Naaa,5:92257658-92278170,mRNA,21.4675,7.12,1.59221,5.00E-05,0.00091007,Up
ENSMUST00000078691,ENSMUSG00000057789,Bak1,17:26973166-27036378,mRNA,16.0353,3.67052,2.12719,5.00E-05,0.00091007,Up
ENSMUST00000078694,ENSMUSG00000061718,Ppp1r1b,11:98348403-98358283,mRNA,21.9005,61.6945,-1.49418,5.00E-05,0.00091007,Down
ENSMUST00000042665,ENSMUSG00000034422,Parp14,16:35832873-35871544,mRNA,41.0933,0.850227,5.59491,5.00E-05,0.00091007,Up
ENSMUST00000030643,ENSMUSG00000028838,Extl1,4:134356371-134372558,mRNA,7.44385,19.2275,-1.36905,5.00E-05,0.00091007,Down
ENSMUST00000021273,ENSMUSG00000020894,Vamp2,11:69088489-69092384,mRNA,252.434,465.177,-0.881874,5.00E-05,0.00091007,Down
ENSMUST00000021277,ENSMUSG00000020897,Aurkb,11:69045646-69051664,mRNA,5.3658,0.291796,4.20076,5.00E-05,0.00091007,Up
ENSMUST00000030636,ENSMUSG00000028832,Stmn1,4:134468319-134473843,mRNA,204.131,336.295,-0.72023,5.00E-05,0.00091007,Down
ENSMUST00000113161,ENSMUSG00000024663,Rab3il1,19:10001668-10035586,mRNA,9.21637,1.95469,2.23726,5.00E-05,0.00091007,Up
ENSMUST00000021283,ENSMUSG00000020901,Pik3r5,11:68432120-68497849,mRNA,6.06598,0.824252,2.87958,5.00E-05,0.00091007,Up
ENSMUST00000078626,ENSMUSG00000062296,Trank1,9:111311738-111395775,mRNA,27.1964,49.1273,-0.853112,5.00E-05,0.00091007,Down
ENSMUST00000064054,ENSMUSG00000035864,Syt1,10:108497649-109010982,mRNA,140.379,307.367,-1.13063,5.00E-05,0.00091007,Down
ENSMUST00000170580,ENSMUSG00000051726,Kcnf1,12:17172099-17176888,mRNA,10.3959,21.1846,-1.027,5.00E-05,0.00091007,Down
ENSMUST00000019974,ENSMUSG00000019832,Rab32,10:10545001-10558265,mRNA,12.2218,0.944549,3.69368,5.00E-05,0.00091007,Up
ENSMUST00000032191,ENSMUSG00000030101,Sumf1,6:108107027-108185582,mRNA,19.5384,8.48728,1.20294,5.00E-05,0.00091007,Up
ENSMUST00000107088,ENSMUSG00000030737,Slco2b1,7:99657803-99711340,mRNA,15.1361,3.92515,1.94718,5.00E-05,0.00091007,Up
ENSMUST00000107094,ENSMUSG00000052684,Jun,4:95049033-95161234,mRNA,35.579,17.0713,1.05945,5.00E-05,0.00091007,Up
ENSMUST00000041282,ENSMUSG00000018548,Trim37,11:87127076-87220683,mRNA,49.6253,104.472,-1.07397,5.00E-05,0.00091007,Down
ENSMUST00000033429,ENSMUSG00000031103,Elf4,X:48411045-48463132,mRNA,4.66522,0.32406,3.84761,5.00E-05,0.00091007,Up
ENSMUST00000059667,ENSMUSG00000046093,Hpcal4,4:123183226-123194701,mRNA,79.6956,204.846,-1.36197,5.00E-05,0.00091007,Down
ENSMUST00000033427,ENSMUSG00000031101,Sash3,X:48146435-48161565,mRNA,12.6955,0.903282,3.813,5.00E-05,0.00091007,Up
ENSMUST00000059672,ENSMUSG00000025017,Pik3ap1,19:41274217-41385070,mRNA,31.7343,1.29645,4.6134,5.00E-05,0.00091007,Up
ENSMUST00000016400,ENSMUSG00000016256,Ctsz,2:174415803-174439039,mRNA,189.705,16.9618,3.4834,5.00E-05,0.00091007,Up
ENSMUST00000033419,ENSMUSG00000031093,Dock11,X:35888831-36076562,mRNA,6.22374,2.64512,1.23445,5.00E-05,0.00091007,Up
ENSMUST00000033418,ENSMUSG00000017057,Il13ra1,X:36112109-36171259,mRNA,10.9143,2.60186,2.0686,5.00E-05,0.00091007,Up
ENSMUST00000107131,ENSMUSG00000044303,Cdkn2a,4:89274470-89294653,mRNA,0.948793,0,inf,5.00E-05,0.00091007,Up
ENSMUST00000033383,ENSMUSG00000031066,Usp11,X:20703905-20720539,mRNA,23.8304,40.8578,-0.777809,5.00E-05,0.00091007,Down
ENSMUST00000107157,ENSMUSG00000037996,Slc24a2,4:86983123-87230477,mRNA,24.015,57.5595,-1.26112,5.00E-05,0.00091007,Down
ENSMUST00000016640,ENSMUSG00000016496,Cd274,19:29367454-29388095,mRNA,58.2238,0.663644,6.45505,5.00E-05,0.00091007,Up
ENSMUST00000082365,ENSMUSG00000018865,Sult4a1,15:84076096-84105754,mRNA,66.0098,150.051,-1.1847,5.00E-05,0.00091007,Down
ENSMUST00000016231,ENSMUSG00000016087,Fli1,9:32422203-32542861,mRNA,11.3433,2.35716,2.26672,5.00E-05,0.00091007,Up
ENSMUST00000192700,ENSMUSG00000095788,Sirpb1a,3:15371652-15426520,mRNA,0.964824,0,inf,5.00E-05,0.00091007,Up
ENSMUST00000194367,ENSMUSG00000078780,Gm5150,3:15946869-16006437,mRNA,0.686614,0,inf,5.00E-05,0.00091007,Up
ENSMUST00000049308,ENSMUSG00000042644,Itpr3,17:27057303-27122223,mRNA,2.9862,1.10203,1.43815,5.00E-05,0.00091007,Up
ENSMUST00000196520,ENSMUSG00000104713,Gbp6,5:105214906-105293696,mRNA,243.425,1.20528,7.65796,5.00E-05,0.00091007,Up
ENSMUST00000033570,ENSMUSG00000031221,Igbp1,X:100494290-100516125,mRNA,34.1749,17.9026,0.932766,5.00E-05,0.00091007,Up
ENSMUST00000195905,ENSMUSG00000033386,Frrs1,3:116859463-116908177,mRNA,1.76009,0.44875,1.97166,5.00E-05,0.00091007,Up
ENSMUST00000059589,ENSMUSG00000043811,Rtn4r,16:18127641-18152408,mRNA,19.0718,40.9232,-1.10147,5.00E-05,0.00091007,Down
ENSMUST00000082429,ENSMUSG00000063856,Gpx1,9:108339053-108340343,mRNA,59.5647,22.5536,1.4011,5.00E-05,0.00091007,Up
ENSMUST00000106766,ENSMUSG00000078606,Gm4070,7:105895138-105953967,mRNA,2.04127,0.0926869,4.46096,5.00E-05,0.00091007,Up
ENSMUST00000041240,ENSMUSG00000041889,Shisa4,1:135371056-135375237,mRNA,23.8994,50.0681,-1.06692,5.00E-05,0.00091007,Down
ENSMUST00000049343,ENSMUSG00000038644,Pold1,7:44532745-44548847,mRNA,4.36102,1.89171,1.20498,5.00E-05,0.00091007,Up
ENSMUST00000033506,ENSMUSG00000031166,Wdr13,X:8123300-8132845,mRNA,30.9867,61.0953,-0.979412,5.00E-05,0.00091007,Down
ENSMUST00000033505,ENSMUSG00000031165,Was,X:8081452-8090498,mRNA,8.97011,0.374221,4.58316,5.00E-05,0.00091007,Up
ENSMUST00000016072,ENSMUSG00000027422,Rrbp1,2:143947394-144011263,mRNA,20.6154,6.73405,1.61418,5.00E-05,0.00091007,Up
ENSMUST00000033486,ENSMUSG00000031146,Plp2,X:7657259-7671390,mRNA,11.2426,3.08536,1.86546,5.00E-05,0.00091007,Up
ENSMUST00000106992,ENSMUSG00000018411,Mapt,11:104231389-104332090,mRNA,49.5802,92.3094,-0.896714,5.00E-05,0.00091007,Down
ENSMUST00000033468,ENSMUSG00000031133,Arhgef6,X:57231484-57338729,mRNA,10.0589,3.06797,1.71312,5.00E-05,0.00091007,Up
ENSMUST00000033466,ENSMUSG00000031132,Cd40lg,X:57212142-57224042,mRNA,0.619158,0,inf,5.00E-05,0.00091007,Up
ENSMUST00000016168,ENSMUSG00000016024,Lbp,2:158306492-158332852,mRNA,10.5952,3.96718,1.41723,5.00E-05,0.00091007,Up
ENSMUST00000016672,ENSMUSG00000016528,Mapkapk2,1:131053699-131097826,mRNA,35.7456,11.6098,1.62242,5.00E-05,0.00091007,Up
ENSMUST00000016678,ENSMUSG00000016534,Lamp2,X:38401356-38456454,mRNA,60.044,13.3733,2.16667,5.00E-05,0.00091007,Up
ENSMUST00000107196,ENSMUSG00000052572,Dlg2,7:91090705-92449247,mRNA,46.2243,92.1412,-0.995195,5.00E-05,0.00091007,Down
ENSMUST00000017458,ENSMUSG00000017314,Mpp2,11:102057014-102088515,mRNA,18.1983,35.3014,-0.95592,5.00E-05,0.00091007,Down
ENSMUST00000191127,ENSMUSG00000022587,Ly6e,15:74955050-74959905,mRNA,523.992,68.3773,2.93796,5.00E-05,0.00091007,Up
ENSMUST00000060125,ENSMUSG00000046480,Scn4b,9:45138394-45154152,mRNA,15.8638,63.223,-1.99471,5.00E-05,0.00091007,Down
ENSMUST00000017544,ENSMUSG00000017400,Stac2,11:98036622-98053462,mRNA,11.6411,29.908,-1.3613,5.00E-05,0.00091007,Down
ENSMUST00000017552,ENSMUSG00000020882,Cacnb1,11:98001507-98022634,mRNA,13.1711,29.8241,-1.1791,5.00E-05,0.00091007,Down
ENSMUST00000060174,ENSMUSG00000048779,P2ry6,7:100937629-100964391,mRNA,18.025,1.49404,3.59271,5.00E-05,0.00091007,Up
ENSMUST00000107596,ENSMUSG00000038453,Srcin1,11:97509339-97575215,mRNA,21.7404,47.4542,-1.12615,5.00E-05,0.00091007,Down
ENSMUST00000107619,ENSMUSG00000003032,Klf4,4:55527142-55532466,mRNA,4.03928,1.61252,1.32478,5.00E-05,0.00091007,Up
ENSMUST00000190703,ENSMUSG00000002831,Plin4,17:56079633-56109803,mRNA,8.40158,1.00558,3.06263,5.00E-05,0.00091007,Up
ENSMUST00000082170,ENSMUSG00000074505,Fat3,9:15910188-16501285,mRNA,5.18171,14.1889,-1.45327,5.00E-05,0.00091007,Down
ENSMUST00000033154,ENSMUSG00000030867,Plk1,7:122159438-122169873,mRNA,4.24628,0.336398,3.65796,5.00E-05,0.00091007,Up
ENSMUST00000190647,ENSMUSG00000040867,Begain,12:109032186-109068217,mRNA,14.1993,31.5298,-1.1509,5.00E-05,0.00091007,Down
ENSMUST00000033142,ENSMUSG00000030854,Ptpn5,7:47077794-47133684,mRNA,11.464,30.1722,-1.3961,5.00E-05,0.00091007,Down
ENSMUST00000190641,ENSMUSG00000038065,Mturn,6:54680929-54703851,mRNA,14.0664,30.8853,-1.13467,5.00E-05,0.00091007,Down
ENSMUST00000033136,ENSMUSG00000030847,Bag3,7:128523615-128546981,mRNA,10.3849,3.55915,1.54488,5.00E-05,0.00091007,Up
ENSMUST00000049230,ENSMUSG00000027827,Kcnab1,3:64949222-65378219,mRNA,23.5814,44.1876,-0.905994,5.00E-05,0.00091007,Down
ENSMUST00000107479,ENSMUSG00000038020,Rapgefl1,11:98836784-98853697,mRNA,12.8279,29.0154,-1.17753,5.00E-05,0.00091007,Down
ENSMUST00000191234,ENSMUSG00000069670,Nkain2,10:31689309-32890462,mRNA,7.38258,14.6742,-0.99108,5.00E-05,0.00091007,Down
ENSMUST00000033189,ENSMUSG00000030898,Cckbr,7:105425730-105470898,mRNA,5.17139,13.4135,-1.37506,5.00E-05,0.00091007,Down
ENSMUST00000033310,ENSMUSG00000031004,Mki67,7:135689783-135716361,mRNA,8.23595,0.961109,3.09916,5.00E-05,0.00091007,Up
ENSMUST00000016703,ENSMUSG00000016559,H3f3b,11:116021911-116027962,mRNA,174.416,91.4303,0.931792,5.00E-05,0.00091007,Up
ENSMUST00000016771,ENSMUSG00000022443,Myh9,15:77760586-77842175,mRNA,59.8928,18.1217,1.72467,5.00E-05,0.00091007,Up
ENSMUST00000059857,ENSMUSG00000051735,Rinl,7:28788968-28798963,mRNA,3.11976,0.552004,2.49868,5.00E-05,0.00091007,Up
ENSMUST00000033283,ENSMUSG00000030978,Rrm1,7:102441694-102469771,mRNA,13.57,6.51893,1.05772,5.00E-05,0.00091007,Up
ENSMUST00000192045,ENSMUSG00000103034,Gm8797,3:5750805-5751295,mRNA,28.0613,2.35208,3.57658,5.00E-05,0.00091007,Up
ENSMUST00000059983,ENSMUSG00000050732,Vamp8,6:72385222-72390703,mRNA,54.81,9.61837,2.51057,5.00E-05,0.00091007,Up
ENSMUST00000041203,ENSMUSG00000030270,Cpne9,6:113282306-113305569,mRNA,5.97979,13.0664,-1.1277,5.00E-05,0.00091007,Down
ENSMUST00000017153,ENSMUSG00000017009,Sdc4,2:164424246-164443186,mRNA,143.979,48.0841,1.58223,5.00E-05,0.00091007,Up
