Gid	Name	CPM-nCoV1	CPM-nCoV2	CPM-Ctrl1	CPM-Ctrl2	CPM-Ctrl3	baseMean(Counts)	log2FoldChange	lfcSE	stat	pvalue	padj	Tag
ENSG00000162512.16	SDC3	64.47	5.64	26.01	74.88	45.57	241.7	0.71	0.88	0.81	4.20E-01	5.77E-01	NC
ENSG00000134644.15	PUM1	81.19	54.97	141.13	157.19	170.12	590.47	0.09	0.14	0.66	5.11E-01	6.74E-01	NC
ENSG00000060688.13	SNRNP40	4.08	11.28	43.23	41.19	42.61	109.94	-1.05	0.48	-2.18	2.94E-02	6.50E-02	NC
ENSG00000121766.15	ZCCHC17	37.95	24.66	32.07	31.13	33.91	222.64	1.29	0.22	5.93	0.00E+00	0.00E+00	NC
ENSG00000121769.8	FABP3	7.34	4.93	115.84	47.1	6.03	123.33	-1.74	1.01	-1.72	8.51E-02	1.55E-01	NC
ENSG00000168528.12	SERINC2	8.16	1.41	54.42	47.96	34.44	96.66	-1.96	0.57	-3.45	6.00E-04	2.10E-03	NC
ENSG00000162517.13	PEF1	12.24	10.92	71.2	66.36	76.13	174.93	-1.3	0.23	-5.7	0.00E+00	0.00E+00	NC
ENSG00000184007.21	PTP4A2	261.13	199.07	265.1	294.26	296.42	1608.07	0.98	0.09	11.24	0.00E+00	0.00E+00	NC
ENSG00000121774.18	KHDRBS1	75.89	34.88	180.25	177.3	189.88	552.63	-0.49	0.23	-2.12	3.42E-02	7.27E-02	NC
ENSG00000025800.14	KPNA6	24.89	20.79	100.6	97.35	95.03	271.35	-0.8	0.16	-5.09	0.00E+00	0.00E+00	NC
ENSG00000084652.16	TXLNA	52.23	28.89	140.68	131.06	126.31	418.2	-0.42	0.17	-2.47	1.36E-02	3.43E-02	NC
ENSG00000160055.19	TMEM234	8.16	1.41	17.42	14.5	14.35	47.66	-0.46	0.51	-0.91	3.63E-01	5.14E-01	NC
ENSG00000084623.11	EIF3I	45.29	39.46	140.42	132.34	148.95	434.17	-0.43	0.15	-2.85	4.30E-03	1.26E-02	NC
ENSG00000116478.12	HDAC1	41.62	19.03	121.47	101.78	117.92	308.44	-0.8	0.37	-2.17	3.03E-02	6.65E-02	NC
ENSG00000175130.7	MARCKSL1	9.38	0	4.35	2.81	5.61	29.18	1.34	1.32	1.02	3.09E-01	4.53E-01	NC
ENSG00000160058.18	BSDC1	6.53	5.64	115.43	115.57	116.78	208.94	-2.96	0.27	-11.14	0.00E+00	0.00E+00	Down
ENSG00000176261.15	ZBTB8OS	23.26	28.89	53.39	54.26	57.47	227.27	0.27	0.21	1.28	2.00E-01	3.15E-01	NC
ENSG00000162521.19	RBBP4	28.97	35.23	149.77	151.41	147.85	391.37	-0.94	0.23	-4.03	1.00E-04	3.00E-04	NC
ENSG00000162522.11	KIAA1522	18.77	21.85	45.82	36.29	25.99	164.9	0.52	0.32	1.63	1.02E-01	1.80E-01	NC
ENSG00000134684.10	YARS	53.04	15.86	125.84	129.12	102.24	357.11	-0.54	0.43	-1.25	2.13E-01	3.34E-01	NC
ENSG00000116497.18	S100PBP	20.4	15.5	34.64	32.37	29.51	146.14	0.46	0.19	2.4	1.64E-02	4.03E-02	NC
ENSG00000116514.16	RNF19B	37.95	23.61	77.7	74.91	79.63	264.32	-0.09	0.18	-0.49	6.25E-01	7.70E-01	NC
ENSG00000004455.17	AK2	70.18	54.97	133.92	142.55	142.68	526.17	0.11	0.13	0.85	3.96E-01	5.52E-01	NC
ENSG00000160094.15	ZNF362	15.5	9.87	24.77	24.28	27.4	106.39	0.28	0.22	1.29	1.97E-01	3.12E-01	NC
ENSG00000134686.18	PHC2	35.09	15.86	90.84	77.5	93.09	258.8	-0.54	0.25	-2.13	3.32E-02	7.08E-02	NC
ENSG00000163866.9	SMIM12	11.42	7.05	47.5	53.65	43.85	119.82	-1.12	0.26	-4.23	0.00E+00	1.00E-04	NC
ENSG00000188910.8	GJB3	0	19.38	0.03	0.03	0	58.47	10.27	2.09	4.9	0.00E+00	0.00E+00	NC
ENSG00000163867.17	ZMYM6	5.3	7.05	36.9	39.8	31.53	89.24	-1.22	0.31	-3.94	1.00E-04	4.00E-04	NC
ENSG00000197056.11	ZMYM1	2.04	9.87	16.76	19.1	16.6	63.01	-0.07	0.69	-0.1	9.24E-01	9.58E-01	NC
ENSG00000116560.11	SFPQ	87.72	62.36	267.08	290.97	263.5	818.39	-0.57	0.1	-5.47	0.00E+00	0.00E+00	NC
ENSG00000146463.12	ZMYM4	93.43	38.76	87.97	84.47	88.33	452.8	0.82	0.28	2.97	3.00E-03	9.10E-03	NC
ENSG00000142687.18	KIAA0319L	17.95	23.25	105.47	100.66	113.62	261.19	-1.17	0.38	-3.08	2.10E-03	6.60E-03	NC
ENSG00000020129.16	NCDN	14.69	0.7	23.99	16.28	22.61	69.01	-0.27	1.05	-0.26	7.97E-01	8.83E-01	NC
ENSG00000126067.12	PSMB2	113.83	41.58	125.08	132.05	117.45	574.15	0.55	0.35	1.55	1.22E-01	2.09E-01	NC
ENSG00000134698.11	AGO4	21.62	20.08	102.15	117.28	108.21	265.28	-1.19	0.33	-3.61	3.00E-04	1.20E-03	NC
ENSG00000092847.12	AGO1	19.18	44.04	72.29	71.02	78.7	303.94	0.27	0.5	0.54	5.89E-01	7.45E-01	NC
ENSG00000126070.20	AGO3	36.31	58.84	46.82	65.06	51.07	327.04	1.11	0.36	3.08	2.00E-03	6.50E-03	NC
ENSG00000092850.12	TEKT2	3.26	5.64	1.98	1.15	0.51	22.81	3.11	0.81	3.84	1.00E-04	5.00E-04	NC
ENSG00000116863.11	ADPRHL2	6.53	9.16	63.23	50.85	60.58	126.31	-1.66	0.44	-3.79	1.00E-04	6.00E-04	NC
ENSG00000171812.13	COL8A2	13.87	0	106.74	213.9	95.43	247.3	-3.19	1.33	-2.4	1.64E-02	4.02E-02	NC
ENSG00000054116.12	TRAPPC3	26.93	16.91	97.94	93.16	98.91	256.09	-0.87	0.17	-5.13	0.00E+00	0.00E+00	NC
ENSG00000116871.15	MAP7D1	44.07	23.61	254.65	213.3	227.82	537.58	-1.48	0.22	-6.81	0.00E+00	0.00E+00	NC
ENSG00000054118.15	THRAP3	72.63	51.44	183.69	178.6	179.55	605.95	-0.25	0.11	-2.15	3.17E-02	6.89E-02	NC
ENSG00000286379.1	AL591845.1	12.24	0	0.27	0.45	0.26	29.45	5.42	1.42	3.81	1.00E-04	6.00E-04	NC
ENSG00000196182.10	STK40	24.07	45.1	215.33	196.11	198.81	507.05	-1.17	0.39	-3.02	2.50E-03	7.80E-03	NC
ENSG00000181817.6	LSM10	20.4	13.39	51.71	48.16	54.98	158.48	-0.38	0.26	-1.45	1.46E-01	2.43E-01	NC
ENSG00000116898.12	MRPS15	15.5	20.44	74.91	65.71	70.55	202.66	-0.65	0.24	-2.66	7.70E-03	2.10E-02	NC
ENSG00000119535.17	CSF3R	88.95	12.68	104.66	96.86	111.56	393.57	0.09	0.8	0.11	9.12E-01	9.52E-01	NC
ENSG00000163875.15	MEAF6	33.46	18.32	50.32	61.97	59.94	211.89	0.09	0.22	0.39	6.97E-01	8.20E-01	NC
ENSG00000163877.11	SNIP1	17.14	17.62	22	19.81	24.54	129.8	0.99	0.23	4.3	0.00E+00	1.00E-04	NC
ENSG00000163879.11	DNALI1	18.77	16.21	8.84	5.96	5.13	97.39	2.67	0.31	8.66	0.00E+00	0.00E+00	Up
ENSG00000134697.13	GNL2	46.92	35.23	86.29	84.02	73.49	328.39	0.29	0.15	1.94	5.19E-02	1.03E-01	NC
ENSG00000116922.14	C1orf109	4.08	4.23	17.66	16.09	18.86	50.51	-0.76	0.35	-2.16	3.08E-02	6.72E-02	NC
ENSG00000197982.14	C1orf122	35.09	4.58	24.21	16.45	22.55	122.98	1.04	0.77	1.35	1.76E-01	2.84E-01	NC
ENSG00000188786.10	MTF1	72.63	25.37	69.91	51.13	59.27	337.25	0.96	0.44	2.19	2.83E-02	6.29E-02	NC
ENSG00000204084.13	INPP5B	3.67	7.05	49.7	58.96	50.68	111.29	-1.97	0.32	-6.14	0.00E+00	0.00E+00	NC
ENSG00000183431.12	SF3A3	39.99	43.69	118.58	120.26	122.13	411.03	-0.2	0.15	-1.29	1.95E-01	3.10E-01	NC
ENSG00000183520.12	UTP11	25.7	5.64	31.68	31.36	29.59	123.82	0.24	0.5	0.48	6.33E-01	7.75E-01	NC
ENSG00000116954.8	RRAGC	34.68	32.42	47.14	49.98	40.22	247.99	0.88	0.27	3.29	1.00E-03	3.50E-03	NC
ENSG00000214114.9	MYCBP	15.1	2.11	33.68	28.78	33.78	87.06	-0.8	0.63	-1.27	2.04E-01	3.22E-01	NC
ENSG00000174574.16	AKIRIN1	15.5	4.23	88.35	94.54	89.31	188.48	-1.98	0.35	-5.66	0.00E+00	0.00E+00	NC
ENSG00000168653.11	NDUFS5	62.02	35.94	74.88	82.17	94.27	380.04	0.51	0.19	2.72	6.50E-03	1.81E-02	NC
ENSG00000127603.27	MACF1	412.09	144.81	276.73	368.91	304.9	1853.59	1.05	0.38	2.77	5.60E-03	1.57E-02	NC
ENSG00000090621.14	PABPC4	93.43	123.67	167.13	151.52	197.1	819.32	0.63	0.3	2.09	3.66E-02	7.70E-02	NC
ENSG00000084072.16	PPIE	6.94	9.16	80.55	75.44	44.8	148.23	-1.7	0.4	-4.29	0.00E+00	1.00E-04	NC
ENSG00000043514.17	TRIT1	10.2	3.52	18.88	19.33	17.11	59.97	-0.19	0.31	-0.62	5.36E-01	7.01E-01	NC
ENSG00000131236.17	CAP1	119.96	85.62	605.6	553.17	611.11	1452.05	-1.22	0.11	-11.56	0.00E+00	0.00E+00	NC
ENSG00000131238.17	PPT1	114.24	119.44	927.87	891.72	863.63	1991.34	-1.64	0.2	-8.21	0.00E+00	0.00E+00	NC
ENSG00000117000.9	RLF	57.94	14.8	31.95	35.72	30.34	214.09	1.28	0.47	2.71	6.80E-03	1.88E-02	NC
ENSG00000084073.9	ZMPSTE24	3.26	13.39	186.73	174.41	168.56	322.59	-2.98	0.71	-4.19	0.00E+00	1.00E-04	NC
ENSG00000084070.12	SMAP2	114.24	35.23	159.34	160.51	167.61	605.79	0.06	0.39	0.16	8.72E-01	9.28E-01	NC
ENSG00000187815.10	ZFP69	3.26	5.64	9.26	11.51	11.94	39.88	0.04	0.39	0.1	9.19E-01	9.56E-01	NC
ENSG00000066136.20	NFYC	24.89	16.21	60.25	57.11	60.15	197.82	-0.24	0.17	-1.46	1.45E-01	2.41E-01	NC
ENSG00000171793.16	CTPS1	6.53	3.52	24.42	23.34	22.27	61.85	-0.94	0.32	-2.94	3.30E-03	1.00E-02	NC
ENSG00000010803.16	SCMH1	15.5	17.97	24.89	23.3	27.89	132.97	0.77	0.29	2.63	8.60E-03	2.30E-02	NC
ENSG00000127124.16	HIVEP3	41.62	6.34	36.42	25.1	32.77	149.3	0.64	0.69	0.93	3.54E-01	5.05E-01	NC
ENSG00000198815.9	FOXJ3	55.08	31.71	80.57	81.56	79.18	337.3	0.38	0.13	3	2.70E-03	8.20E-03	NC
ENSG00000127125.9	PPCS	56.31	54.26	92.23	84.32	92.17	428.4	0.62	0.14	4.41	0.00E+00	1.00E-04	NC
ENSG00000186409.17	CCDC30	24.48	11.98	3.61	4.25	3.78	87.23	3.41	0.34	9.9	0.00E+00	0.00E+00	Up
ENSG00000065978.19	YBX1	553.67	586.3	617.97	600.32	665.5	3924.14	1.17	0.17	6.88	0.00E+00	0.00E+00	NC
ENSG00000117385.15	P3H1	2.45	7.75	51.9	52.09	60.73	113.77	-2.05	0.55	-3.71	2.00E-04	9.00E-04	NC
ENSG00000177868.12	SVBP	8.57	3.52	10.92	11.19	16.21	48.66	0.15	0.42	0.36	7.18E-01	8.33E-01	NC
ENSG00000164010.15	ERMAP	13.87	2.82	31.07	30.65	47.59	96.41	-0.93	0.56	-1.67	9.42E-02	1.69E-01	NC
ENSG00000164011.18	ZNF691	2.45	17.26	20.25	19.04	23.19	90.38	0.41	1.02	0.4	6.91E-01	8.16E-01	NC
ENSG00000117394.23	SLC2A1	9.79	11.98	2.54	3.58	3.09	63.03	3.16	0.34	9.42	0.00E+00	0.00E+00	Up
ENSG00000186973.11	FAM183A	29.38	20.44	1.46	1.08	0.32	129.66	6.01	0.51	11.87	0.00E+00	0.00E+00	Up
ENSG00000117395.12	EBNA1BP2	21.22	7.75	45.6	42.78	46.77	139.49	-0.41	0.28	-1.46	1.44E-01	2.40E-01	NC
ENSG00000159479.17	MED8	19.18	16.91	58.87	59.39	60.41	187.96	-0.42	0.17	-2.53	1.13E-02	2.94E-02	NC
ENSG00000198198.17	SZT2	21.22	6.34	103.68	123.78	114.67	253.92	-1.68	0.52	-3.24	1.20E-03	4.10E-03	NC
ENSG00000142949.17	PTPRF	4.9	7.05	4.11	3.34	0.9	36.66	2.47	0.7	3.52	4.00E-04	1.70E-03	NC
ENSG00000066135.13	KDM4A	6.53	10.57	22.64	23.46	24.8	83.13	-0.13	0.29	-0.44	6.62E-01	7.95E-01	NC
ENSG00000117408.11	IPO13	5.71	9.87	76.4	75.99	65.91	162.83	-1.73	0.45	-3.85	1.00E-04	5.00E-04	NC
ENSG00000117410.14	ATP6V0B	40.8	21.49	306.75	294.48	292.83	623.28	-1.98	0.15	-13.05	0.00E+00	0.00E+00	NC
ENSG00000117411.16	B4GALT2	13.87	2.11	9.85	8.52	7.56	57.26	1.24	0.72	1.73	8.45E-02	1.54E-01	NC
ENSG00000117419.16	ERI3	1.63	7.4	36.93	33.69	38.01	85.47	-1.47	0.67	-2.2	2.76E-02	6.17E-02	NC
ENSG00000187147.18	RNF220	19.99	21.49	76.43	62.56	75.14	213.53	-0.5	0.23	-2.15	3.13E-02	6.82E-02	NC
ENSG00000126106.14	TMEM53	8.98	2.11	43.6	33.5	36.38	87.36	-1.52	0.41	-3.71	2.00E-04	8.00E-04	NC
ENSG00000142937.12	RPS8	790.32	691.65	321.13	331.32	413.63	4327.29	2.35	0.14	16.74	0.00E+00	0.00E+00	Up
ENSG00000173846.13	PLK3	19.58	5.64	41.87	50.61	33.24	121.68	-0.59	0.52	-1.13	2.58E-01	3.90E-01	NC
ENSG00000222009.8	BTBD19	1.63	6.69	16.37	21.61	10.91	52.82	-0.39	0.73	-0.53	5.93E-01	7.47E-01	NC
ENSG00000070785.17	EIF2B3	6.53	8.46	50.63	49	48.21	108.91	-1.54	0.51	-3.05	2.30E-03	7.20E-03	NC
ENSG00000126107.15	HECTD3	17.14	33.47	174.02	145.28	141.99	365.88	-1.34	0.68	-1.98	4.82E-02	9.65E-02	NC
ENSG00000126088.14	UROD	33.05	41.93	95.69	78.03	82.72	331.16	0.15	0.27	0.55	5.84E-01	7.41E-01	NC
ENSG00000117450.14	PRDX1	48.96	94.43	335.16	410.01	345.92	963.27	-0.94	0.41	-2.28	2.27E-02	5.23E-02	NC
ENSG00000117448.13	AKR1A1	74.67	53.56	288.74	281.84	273.74	772.9	-0.84	0.11	-7.99	0.00E+00	0.00E+00	NC
ENSG00000132780.17	NASP	44.07	28.54	91.76	68.06	70.8	288.44	0.12	0.26	0.45	6.52E-01	7.89E-01	NC
ENSG00000159588.15	CCDC17	13.06	4.23	12.65	10.16	5.5	53.85	1.04	0.53	1.95	5.08E-02	1.01E-01	NC
ENSG00000159592.11	GPBP1L1	118.32	97.25	215.2	217.15	213.14	884.4	0.3	0.08	3.71	2.00E-04	8.00E-04	NC
ENSG00000159596.7	TMEM69	39.99	13.39	28.07	28.27	31.91	175.88	1.09	0.37	2.94	3.30E-03	1.00E-02	NC
ENSG00000086015.21	MAST2	3.26	21.85	75.15	65.31	53.95	163.94	-1.08	0.83	-1.31	1.91E-01	3.04E-01	NC
ENSG00000117461.15	PIK3R3	4.08	19.03	5.33	4.92	4.55	78.65	2.77	0.74	3.74	2.00E-04	8.00E-04	NC
ENSG00000117472.10	TSPAN1	45.29	32.77	10.16	7.18	1.4	199.69	3.88	0.63	6.12	0.00E+00	0.00E+00	NC
ENSG00000132128.16	LRRC41	7.34	11.63	79.94	69.26	80.57	169.3	-1.68	0.3	-5.66	0.00E+00	0.00E+00	NC
ENSG00000173660.12	UQCRH	69.36	121.21	101.12	81.47	100.59	656.38	1.37	0.43	3.2	1.40E-03	4.60E-03	NC
ENSG00000117481.10	NSUN4	13.87	14.09	36.05	38.07	35.24	129.86	-0.07	0.19	-0.39	7.00E-01	8.21E-01	NC
ENSG00000079277.21	MKNK1	47.74	12.33	188.58	236.98	201.41	475.69	-1.54	0.46	-3.33	9.00E-04	3.00E-03	NC
ENSG00000142961.14	MOB3C	6.53	13.39	101.58	94.1	101.23	212.51	-1.88	0.42	-4.52	0.00E+00	0.00E+00	NC
ENSG00000123472.12	ATPAF1	35.09	21.85	48.77	51.57	57.7	226.27	0.39	0.17	2.26	2.36E-02	5.40E-02	NC
ENSG00000159658.12	EFCAB14	133.01	151.51	292.6	311.75	321.11	1226.24	0.21	0.19	1.11	2.67E-01	4.01E-01	NC
ENSG00000142973.14	CYP4B1	0.41	9.87	5.42	7.81	1.57	38.89	1.6	1.27	1.26	2.08E-01	3.26E-01	NC
ENSG00000123473.15	STIL	10.61	17.62	8.38	5.35	5.61	77.46	2.38	0.46	5.13	0.00E+00	0.00E+00	NC
ENSG00000162368.13	CMPK1	52.23	53.56	247.62	260.5	244.85	656.77	-0.95	0.15	-6.52	0.00E+00	0.00E+00	NC
ENSG00000132122.12	SPATA6	15.1	15.5	20.81	20.18	19.37	111.13	0.92	0.2	4.52	0.00E+00	0.00E+00	NC
ENSG00000162373.13	BEND5	16.32	4.93	0.03	0.1	0.13	47.9	8.05	0.71	11.4	0.00E+00	0.00E+00	Up
ENSG00000185104.20	FAF1	23.66	33.83	57.45	51.68	52.91	241.75	0.47	0.48	0.99	3.22E-01	4.67E-01	NC
ENSG00000123080.12	CDKN2C	6.53	5.64	14.36	8	8.46	46.01	0.52	0.45	1.15	2.52E-01	3.82E-01	NC
ENSG00000123091.5	RNF11	35.09	23.96	105.83	102.53	119.25	313.1	-0.63	0.19	-3.26	1.10E-03	3.80E-03	NC
ENSG00000085831.15	TTC39A	12.24	2.82	0.42	0.24	0.37	35.51	5.61	0.75	7.49	0.00E+00	0.00E+00	Up
ENSG00000085832.17	EPS15	94.66	73.64	151.73	170.62	168.51	670.17	0.31	0.14	2.29	2.20E-02	5.10E-02	NC
ENSG00000117859.19	OSBPL9	32.23	39.46	91.15	101.36	85.98	332.3	-0.05	0.22	-0.21	8.32E-01	9.05E-01	NC
ENSG00000078618.21	NRDC	78.34	48.98	238.45	230.3	223.34	712.12	-0.48	0.22	-2.17	2.98E-02	6.58E-02	NC
ENSG00000134717.18	BTF3L4	37.54	42.99	74.35	85	74.71	325.82	0.35	0.2	1.74	8.20E-02	1.51E-01	NC
ENSG00000157077.14	ZFYVE9	24.48	2.11	3.89	4.2	3.09	62.36	2.89	0.82	3.52	4.00E-04	1.60E-03	NC
ENSG00000154222.14	CC2D1B	17.14	8.46	90.81	91.94	73.06	196.27	-1.47	0.25	-5.96	0.00E+00	0.00E+00	NC
ENSG00000134748.13	PRPF38A	32.64	21.14	57.74	61.27	60.67	245.86	0.21	0.24	0.88	3.76E-01	5.29E-01	NC
ENSG00000134744.14	TUT4	33.86	45.8	92.45	80.62	79.15	335.45	0.23	0.28	0.82	4.10E-01	5.66E-01	NC
ENSG00000162377.6	COA7	28.56	26.07	39.67	39.84	30.07	184.03	0.81	0.27	2.95	3.20E-03	9.70E-03	NC
ENSG00000162378.13	ZYG11B	33.05	52.85	137.27	134.72	147.75	444.33	-0.37	0.42	-0.88	3.80E-01	5.33E-01	NC
ENSG00000228929.1	RPS13P2	7.34	7.05	1.02	1.47	1.83	43.25	3.69	0.41	8.98	0.00E+00	0.00E+00	Up
ENSG00000121310.17	ECHDC2	0.82	9.16	99.21	82.19	71.38	161.89	-2.56	0.95	-2.69	7.10E-03	1.96E-02	NC
ENSG00000116171.18	SCP2	64.47	86.32	347.75	356.4	346.28	924.31	-0.94	0.3	-3.17	1.50E-03	5.00E-03	NC
ENSG00000162384.14	CZIB	32.23	12.68	56.81	47.41	54.18	186.98	-0.06	0.58	-0.1	9.21E-01	9.57E-01	NC
ENSG00000157193.18	LRP8	12.24	0	9.89	16.16	9.17	43.35	0.06	1.34	0.05	9.62E-01	9.80E-01	NC
ENSG00000058804.12	NDC1	13.87	10.57	49.51	46.64	45.76	141.39	-0.64	0.24	-2.65	8.10E-03	2.18E-02	NC
ENSG00000058799.15	YIPF1	10.61	11.98	49.46	48.87	51.47	139.42	-0.83	0.21	-3.88	1.00E-04	5.00E-04	NC
ENSG00000081870.11	HSPB11	23.66	19.73	29.16	26.73	30.17	162.55	0.91	0.18	4.99	0.00E+00	0.00E+00	NC
ENSG00000203985.11	LDLRAD1	6.53	4.93	4	2.07	0.41	31.74	2.67	1.05	2.55	1.08E-02	2.82E-02	NC
ENSG00000116209.12	TMEM59	77.52	55.67	325.87	337.93	335.74	872.2	-1.02	0.1	-10.03	0.00E+00	0.00E+00	NC
ENSG00000116205.14	TCEANC2	9.79	9.16	22.47	27.77	25.19	83.7	-0.13	0.28	-0.48	6.35E-01	7.76E-01	NC
ENSG00000116221.15	MRPL37	12.24	8.1	55.32	44.96	48.12	135.04	-0.95	0.29	-3.32	9.00E-04	3.20E-03	NC
ENSG00000157216.15	SSBP3	9.79	3.52	14.14	12.9	10.8	44.46	0.04	0.77	0.06	9.54E-01	9.75E-01	NC
ENSG00000006555.11	TTC22	9.79	2.82	0.86	1.15	0.86	32.57	3.96	0.47	8.42	0.00E+00	0.00E+00	Up
ENSG00000116133.13	DHCR24	11.83	11.63	164.38	248.37	105.59	326.57	-2.61	0.43	-6.02	0.00E+00	0.00E+00	NC
ENSG00000162402.14	USP24	120.36	60.96	166.04	178.66	164.77	716.92	0.36	0.2	1.81	7.08E-02	1.33E-01	NC
ENSG00000260971.4	AC119674.1	0	8.46	0.08	0.21	0.17	25.88	6.32	1.48	4.28	0.00E+00	1.00E-04	NC
ENSG00000162407.9	PLPP3	19.58	25.02	45.74	75.34	50.89	223.58	0.13	0.4	0.31	7.55E-01	8.57E-01	NC
ENSG00000162409.11	PRKAA2	13.06	8.46	0.17	0.27	0.04	52.21	7.3	0.57	12.8	0.00E+00	0.00E+00	Up
ENSG00000187889.13	FYB2	8.16	8.46	1.59	0.99	0.22	43.75	4.45	0.72	6.16	0.00E+00	0.00E+00	NC
ENSG00000021852.13	C8B	1.63	42.28	236.6	183.93	274.12	490.82	-1.91	1.3	-1.47	1.43E-01	2.38E-01	NC
ENSG00000162600.12	OMA1	19.18	18.67	24.55	21.67	27.38	129.26	0.89	0.24	3.71	2.00E-04	8.00E-04	NC
ENSG00000184292.7	TACSTD2	48.15	34.88	1.63	1.78	0.71	213.6	6.21	0.34	18.01	0.00E+00	0.00E+00	Up
ENSG00000162601.11	MYSM1	59.57	26.78	64.34	83.29	67.32	324.03	0.52	0.27	1.91	5.60E-02	1.10E-01	NC
ENSG00000177606.7	JUN	68.95	94.78	286.26	286.1	300.34	899.01	-0.45	0.32	-1.4	1.62E-01	2.65E-01	NC
ENSG00000134709.11	HOOK1	39.17	26.78	1.12	1.01	0.84	175.85	6.39	0.32	19.7	0.00E+00	0.00E+00	Up
ENSG00000134716.11	CYP2J2	8.98	7.05	0.59	0.34	0.07	39.23	5.8	0.7	8.34	0.00E+00	0.00E+00	Up
ENSG00000162599.17	NFIA	40.39	55.67	14.34	14.41	15.44	261.36	2.97	0.39	7.69	0.00E+00	0.00E+00	Up
ENSG00000162604.12	TM2D1	24.48	6.34	37.59	42.95	46.34	139.28	-0.25	0.43	-0.58	5.62E-01	7.23E-01	NC
ENSG00000132849.20	PATJ	15.5	11.98	1.88	2.59	2.73	74.84	3.82	0.3	12.93	0.00E+00	0.00E+00	Up
ENSG00000162607.13	USP1	18.77	13.39	58.35	55.57	52.96	173.74	-0.49	0.19	-2.61	9.20E-03	2.44E-02	NC
ENSG00000116641.18	DOCK7	33.86	47.21	103.1	97.25	99.02	378.69	0.08	0.27	0.3	7.64E-01	8.63E-01	NC
ENSG00000125703.15	ATG4C	11.42	10.57	38.81	33.99	36.46	116.69	-0.4	0.33	-1.19	2.33E-01	3.59E-01	NC
ENSG00000088035.18	ALG6	8.16	2.11	19.98	18.49	17.69	50.41	-0.73	0.51	-1.43	1.52E-01	2.51E-01	NC
ENSG00000142856.16	ITGB3BP	1.22	6.34	8.33	8.86	12.58	36.67	0.02	0.74	0.02	9.80E-01	9.90E-01	NC
ENSG00000203965.13	EFCAB7	7.34	3.52	4.86	4.54	4.02	31.75	1.53	0.36	4.3	0.00E+00	1.00E-04	NC
ENSG00000079739.17	PGM1	11.42	15.15	112.87	94.54	117.92	232.97	-1.76	0.31	-5.65	0.00E+00	0.00E+00	NC
ENSG00000162434.13	JAK1	201.15	102.18	255.43	269.43	299.81	1173.82	0.38	0.21	1.8	7.19E-02	1.35E-01	NC
ENSG00000162433.15	AK4	6.53	4.23	0.61	0.24	0.43	31.54	5.02	0.54	9.35	0.00E+00	0.00E+00	Up
ENSG00000213625.9	LEPROT	35.09	23.25	298.25	274.78	323.37	619.69	-2.06	0.19	-10.78	0.00E+00	0.00E+00	Down
ENSG00000116678.19	LEPR	1.63	6.34	14.48	14.32	18.32	50.22	-0.41	0.86	-0.48	6.32E-01	7.75E-01	NC
ENSG00000184588.18	PDE4B	17.95	47.57	26.58	33.41	46.75	246.61	1.36	0.6	2.24	2.50E-02	5.67E-02	NC
ENSG00000152763.17	WDR78	24.48	34.53	1.96	2.02	0.73	152.6	5.53	0.47	11.68	0.00E+00	0.00E+00	Up
ENSG00000198160.14	MIER1	37.95	28.19	64.68	87.33	77.37	286.1	0.08	0.19	0.39	6.99E-01	8.21E-01	NC
ENSG00000142864.14	SERBP1	142.8	130.37	235.06	238.68	235.06	1088.52	0.54	0.16	3.28	1.00E-03	3.60E-03	NC
ENSG00000116717.13	GADD45A	25.3	17.62	12.04	12.1	11.47	114.87	2.07	0.25	8.32	0.00E+00	0.00E+00	Up
ENSG00000172380.6	GNG12	10.61	29.6	79.43	69.44	77.35	228.09	-0.51	0.62	-0.83	4.04E-01	5.60E-01	NC
ENSG00000116729.14	WLS	8.16	5.64	113.82	114.88	114.48	214.88	-2.72	0.62	-4.41	0.00E+00	1.00E-04	NC
ENSG00000066557.6	LRRC40	11.02	13.39	21.78	22.91	21.45	105.31	0.51	0.25	2.03	4.19E-02	8.62E-02	NC
ENSG00000116754.13	SRSF11	112.61	79.63	217.84	226.1	212.32	834.31	0.1	0.08	1.24	2.16E-01	3.37E-01	NC
ENSG00000118454.13	ANKRD13C	16.32	16.91	31.41	33.69	30.77	132.58	0.36	0.19	1.94	5.19E-02	1.03E-01	NC
ENSG00000132485.14	ZRANB2	29.38	53.2	91.06	105.72	109.63	396.89	0.15	0.44	0.33	7.44E-01	8.49E-01	NC
ENSG00000254685.6	FPGT	23.66	10.22	39.93	41.55	44.22	150.42	-0.04	0.22	-0.2	8.45E-01	9.13E-01	NC
ENSG00000116791.14	CRYZ	17.95	10.92	43.33	33.14	30.04	122.28	-0.08	0.32	-0.25	8.04E-01	8.87E-01	NC
ENSG00000162623.16	TYW3	33.46	11.98	33.43	25.62	34.36	157.55	0.76	0.41	1.84	6.58E-02	1.25E-01	NC
ENSG00000117054.13	ACADM	25.7	47.92	81.8	89.94	78.3	328.08	0.19	0.46	0.41	6.83E-01	8.10E-01	NC
ENSG00000137955.16	RABGGTB	35.09	26.78	140.37	139.2	129.08	372.88	-0.84	0.14	-6.21	0.00E+00	0.00E+00	NC
ENSG00000142892.15	PIGK	3.26	4.93	68.68	78.54	73.68	134.32	-2.85	0.34	-8.46	0.00E+00	0.00E+00	Down
